questionID,examID,course,exam_type,creation_dt_time,creation_hr,creation_dt,correct,marked,q_ordinal,difficulty,nth_exam,nth_e_or_q,weekday,minutes_used,subcat1,subcat2,subcat3,cat1,cat2,cat3,approx_remaining_time,EL_begin,EL_change,EL_end,hrs_since_previous_e,hist_cat_n,hist_subcat_diff,hist_subcat_diff_correct,hist_tot_time_correct,hist_total_time_e,hist_total_time_q,hist_greater_diff_time_correct,hist_greater_diff,hist_net_diff,hist_n_marked,hist_marked_incorrect,hist_repeat_question,hist_net_rel_diff
2016-11-27 23:31:14.6570000 +00:0060167.5,FM2016-11-27 18:31:14,FM,e,2016-11-27T23:31:14Z,18.516666666666666,2016-11-27,TRUE,FALSE,16,7.5,9,26,Sunday,1,intro to derivatives,introduction to derivatives,introduction to derivatives,derivatives basics,general derivatives,general derivatives,93.63333333333334,3.37,2.08,5.45,28.776168611115878,90,390.33,286.2,125.1,252,58.2,0,0,182.07,18,9,0,0.46645146414572286
2016-11-27 23:31:14.6570000 +00:00320155.06,FM2016-11-27 18:31:14,FM,e,2016-11-27T23:31:14Z,18.516666666666666,2016-11-27,FALSE,FALSE,15,5.06,9,26,Sunday,5.333333333333333,other,sinking fund,sinking fund,loans,amortization schedule and sinking fund,loans,88.30000000000001,3.37,2.08,5.45,28.776168611115878,456,193.59,84.42,122.64999999999999,348.65000000000003,230.05,0,154.35,-24.750000000000004,18,63,0,-0.1278475127847513
2016-11-27 23:31:14.6570000 +00:00445146.07,FM2016-11-27 18:31:14,FM,e,2016-11-27T23:31:14Z,18.516666666666666,2016-11-27,TRUE,FALSE,14,6.07,9,26,Sunday,7.416666666666667,convexity,duration,duration,duration and convexity,immunization,immunization,80.88333333333334,3.37,2.08,5.45,28.776168611115878,420,883.02,608.46,753.3,1010.6,457.4,0,0,333.9,57,46,0,0.37813413059726847
2016-11-27 23:31:14.6570000 +00:00107134.68,FM2016-11-27 18:31:14,FM,e,2016-11-27T23:31:14Z,18.516666666666666,2016-11-27,TRUE,FALSE,13,4.68,9,26,Sunday,1.7833333333333334,put-call parity,put-call parity,put-call parity,put-call parity,put-call parity,put-call parity,79.10000000000001,3.37,2.08,5.45,28.776168611115878,33,134.64,47.76,81.55,134.35,67,0,0,-39.12,9,8,0,-0.29055258467023176
2016-11-27 23:31:14.6570000 +00:00221124.97,FM2016-11-27 18:31:14,FM,e,2016-11-27T23:31:14Z,18.516666666666666,2016-11-27,TRUE,FALSE,12,4.97,9,26,Sunday,3.683333333333333,forwards and futures,financial forwards and futures,financial forwards and futures,forwards and futures,forwards and futures,forwards and futures,75.41666666666669,3.37,2.08,5.45,28.776168611115878,72,294.21,230.31,197.55,197.55,159.75,0,0,166.41,18,0,0,0.5656163964515143
2016-11-27 23:31:14.6570000 +00:00450114.66,FM2016-11-27 18:31:14,FM,e,2016-11-27T23:31:14Z,18.516666666666666,2016-11-27,FALSE,TRUE,11,4.66,9,26,Sunday,7.5,immunization by exact matching,immunization by exact matching,immunization by exact matching,immunization,immunization,immunization,67.91666666666669,3.37,2.08,5.45,28.776168611115878,282,368.52,243.06,125.4,297.3,385.95,83.2,97.48,117.60000000000001,30,38,0,0.3191142950179095
2016-11-27 23:31:14.6570000 +00:00515103.7,FM2016-11-27 18:31:14,FM,e,2016-11-27T23:31:14Z,18.516666666666666,2016-11-27,FALSE,TRUE,10,3.7,9,26,Sunday,8.583333333333334,time value of money,variable force of interest,time value of money,interest measurement,time value of money,interest measurement,59.33333333333334,3.37,2.08,5.45,28.776168611115878,321,283.68,152.52,250.8,515.45,104.2,33.599999999999994,163.71,21.359999999999996,15,27,0,0.07529610829103213
2016-11-27 23:31:14.6570000 +00:0020294.55,FM2016-11-27 18:31:14,FM,e,2016-11-27T23:31:14Z,18.516666666666666,2016-11-27,TRUE,FALSE,9,4.55,9,26,Sunday,3.3666666666666667,premium and discount,premium and discount,premium and discount,bonds,bonds,bonds and stocks,55.96666666666668,3.37,2.08,5.45,28.776168611115878,321,219.45,50.4,48.2,254.20000000000002,56.4,0,0,-118.64999999999999,12,42,0,-0.5406698564593301
2016-11-27 23:31:14.6570000 +00:0041582.75,FM2016-11-27 18:31:14,FM,e,2016-11-27T23:31:14Z,18.516666666666666,2016-11-27,TRUE,FALSE,8,2.75,9,26,Sunday,6.916666666666667,more general annuities and annuity tricks,more general annuities and annuity tricks,more general annuities and annuity tricks,annuities,annuities,annuities,49.05000000000001,3.37,2.08,5.45,28.776168611115878,336,418.8,180.66,182.20000000000002,338.3,738.25,0,473.98,-57.48,12,25,0,-0.13724928366762176
2016-11-27 23:31:14.6570000 +00:0025277.89,FM2016-11-27 18:31:14,FM,e,2016-11-27T23:31:14Z,18.516666666666666,2016-11-27,FALSE,TRUE,7,7.89,9,26,Sunday,4.2,option combinations,option combinations,option combinations,options,options,options,44.85000000000002,3.37,2.08,5.45,28.776168611115878,180,273.65999999999997,246.35999999999999,241.65,274.45,17.7,0,0,219.06,12,8,0,0.8004823503617629
2016-11-27 23:31:14.6570000 +00:0061468.63,FM2016-11-27 18:31:14,FM,e,2016-11-27T23:31:14Z,18.516666666666666,2016-11-27,FALSE,FALSE,6,8.63,9,26,Sunday,10.233333333333333,loan amortization,loan amortization,amortizing a loan,loans,amortization schedule and sinking fund,loans,34.616666666666674,3.37,2.08,5.45,28.776168611115878,456,690.9,377.01,428,875.65,712.5,0,0,63.12,18,63,0,0.09135909683022145
2016-11-27 23:31:14.6570000 +00:0042853.97,FM2016-11-27 18:31:14,FM,e,2016-11-27T23:31:14Z,18.516666666666666,2016-11-27,TRUE,FALSE,5,3.97,9,26,Sunday,7.133333333333334,other,bond basics and pricing,bond basics and pricing,bonds,bonds,bonds and stocks,27.48333333333335,3.37,2.08,5.45,28.776168611115878,321,539.22,348.96,422.8,719.3000000000001,302.5,81.64999999999999,186.48,158.7,36,42,0,0.2943140091242906
2016-11-27 23:31:14.6570000 +00:0027545.75,FM2016-11-27 18:31:14,FM,e,2016-11-27T23:31:14Z,18.516666666666666,2016-11-27,FALSE,TRUE,4,5.75,9,26,Sunday,4.583333333333333,duration,duration,duration,duration and convexity,duration and convexity,immunization,22.900000000000006,3.37,2.08,5.45,28.776168611115878,420,484.29,308.25,446.1,588.75,97.8,0,0,132.21,36,42,0,0.27299758409217617
2016-11-27 23:31:14.6570000 +00:0037837.84,FM2016-11-27 18:31:14,FM,e,2016-11-27T23:31:14Z,18.516666666666666,2016-11-27,FALSE,TRUE,3,7.84,9,26,Sunday,6.3,other,level annuities,level annuities,other,continuous annuities,annuities,16.600000000000023,3.37,2.08,5.45,28.776168611115878,336,291.03000000000003,170.28,234.55,360.75,302.75,0,0,49.529999999999994,12,25,0,0.170188640346356
2016-11-27 23:31:14.6570000 +00:0069726.77,FM2016-11-27 18:31:14,FM,e,2016-11-27T23:31:14Z,18.516666666666666,2016-11-27,TRUE,TRUE,2,6.77,9,26,Sunday,11.616666666666667,redington and full immunization,redington and full immunization,convexity,immunization,immunization,redington and full immunization,4.9833333333333485,3.37,2.08,5.45,28.776168611115878,303,729.03,558.93,624.9,796.95,627.3,0,0,388.83,33,34,0,0.5333525369326365
2016-11-27 23:31:14.6570000 +00:0029916.31,FM2016-11-27 18:31:14,FM,e,2016-11-27T23:31:14Z,18.516666666666666,2016-11-27,TRUE,FALSE,1,6.31,9,26,Sunday,4.983333333333333,other,more general loan payments,more general loan payments,loans,amortization schedule and sinking fund,loans,0,3.37,2.08,5.45,28.776168611115878,456,481.71,224.1,185.25,434.25,560.2,0,0,-33.510000000000005,24,63,0,-0.06956467584231178
2016-11-29 19:49:01.8330000 +00:0049344.28,FM2016-11-29 14:49:01,FM,e,2016-11-29T19:49:01Z,14.816666666666666,2016-11-29,TRUE,FALSE,34,4.28,10,27,Tuesday,0.8166666666666667,other,option basics,option basics,options,options,options,178.83333333333334,3.37,2.08,5.45,44.2964377777444,207,101.04,76.32,95.65,137.05,0,0,67.53,51.6,0,15,0,0.5106888361045131
2016-11-29 19:49:01.8330000 +00:00332334.54,FM2016-11-29 14:49:01,FM,e,2016-11-29T19:49:01Z,14.816666666666666,2016-11-29,FALSE,TRUE,33,4.54,10,27,Tuesday,5.533333333333333,other,non-level annuities: geometric,non-level annuities: geometric,annuities with non-contingent payments,annuities,annuities,173.3,3.37,2.08,5.45,44.2964377777444,513,103.56,103.56,39.050000000000004,39.050000000000004,64.8,39.050000000000004,221.42999999999998,103.56,3,33,0,1
2016-11-29 19:49:01.8330000 +00:00607326.79,FM2016-11-29 14:49:01,FM,e,2016-11-29T19:49:01Z,14.816666666666666,2016-11-29,FALSE,TRUE,32,6.79,10,27,Tuesday,10.116666666666667,convexity,duration,duration,duration and convexity,immunization,immunization,163.18333333333334,3.37,2.08,5.45,44.2964377777444,465,1078.05,683.4,854.9,1237.1,457.4,0,0,288.75,78,73,0,0.2678447196326701
2016-11-29 19:49:01.8330000 +00:00141317.63,FM2016-11-29 14:49:01,FM,e,2016-11-29T19:49:01Z,14.816666666666666,2016-11-29,FALSE,FALSE,31,7.63,10,27,Tuesday,2.35,financial forwards and futures,forwards and futures,forwards and futures,forwards and futures,forwards and futures,forwards and futures,160.83333333333334,3.37,2.08,5.45,44.2964377777444,90,398.52,275.04,230.7,250.65,159.75,0,0,151.56,27,9,0,0.3803071364046974
2016-11-29 19:49:01.8330000 +00:00115307.2,FM2016-11-29 14:49:01,FM,e,2016-11-29T19:49:01Z,14.816666666666666,2016-11-29,TRUE,FALSE,30,7.2,10,27,Tuesday,1.9166666666666667,other,comparing contracts,comparing contracts,options,options,options,158.91666666666669,3.37,2.08,5.45,44.2964377777444,207,161.91,73.26,89.85,129,8.4,0,0,-15.389999999999997,0,15,0,-0.0950528071150639
2016-11-29 19:49:01.8330000 +00:00466296.98,FM2016-11-29 14:49:01,FM,e,2016-11-29T19:49:01Z,14.816666666666666,2016-11-29,FALSE,TRUE,29,6.98,10,27,Tuesday,7.766666666666667,other,yield rates and reinvestment questions,yield rates and reinvestment questions,annuities with non-contingent payments,annuities,annuities,151.15,3.37,2.08,5.45,44.2964377777444,513,335.4,184.71,192.75,192.75,299.2,0,0,34.019999999999996,6,33,0,0.10143112701252235
2016-11-29 19:49:01.8330000 +00:00503284.07,FM2016-11-29 14:49:01,FM,e,2016-11-29T19:49:01Z,14.816666666666666,2016-11-29,TRUE,FALSE,28,4.07,10,27,Tuesday,8.383333333333333,other,stocks and other financial instruments,financial instruments (preferred,bonds and stocks,bonds,stocks,142.76666666666668,3.37,2.08,5.45,44.2964377777444,363,193.14,151.47,141.45,247.65,57,16.799999999999997,160.56,109.8,9,54,0,0.5684995340167754
2016-11-29 19:49:01.8330000 +00:00125273.25,FM2016-11-29 14:49:01,FM,e,2016-11-29T19:49:01Z,14.816666666666666,2016-11-29,TRUE,FALSE,27,3.25,10,27,Tuesday,2.0833333333333335,other,two exceptions (simple interest and variable foi),two exceptions (simple interest and variable foi),time value of money,interest measurement,interest measurement,140.68333333333334,3.37,2.08,5.45,44.2964377777444,339,371.82,221.46,147.5,350.3,226.8,39.45,265.32,71.1,12,36,0,0.19122155881878328
2016-11-29 19:49:01.8330000 +00:00568266.58,FM2016-11-29 14:49:01,FM,e,2016-11-29T19:49:01Z,14.816666666666666,2016-11-29,TRUE,FALSE,26,6.58,10,27,Tuesday,9.466666666666667,put-call parity,put-call parity; combining options,put-call parity; combining options,put-call parity,hedging and investment strategies,hedging and investment strategies,131.21666666666667,3.37,2.08,5.45,44.2964377777444,165,491.7,293.37,358.95,480.2,209.85,0,0,95.03999999999999,24,14,0,0.19328859060402684
2016-11-29 19:49:01.8330000 +00:00270255.11,FM2016-11-29 14:49:01,FM,e,2016-11-29T19:49:01Z,14.816666666666666,2016-11-29,TRUE,FALSE,25,5.11,10,27,Tuesday,4.5,other,yield rates and reinvestment questions,yield rates and reinvestment questions,other,annuities,annuities,126.71666666666667,3.37,2.08,5.45,44.2964377777444,369,385.74,192.48,215.45000000000002,224.65,333.75,0,131.51,-0.7800000000000014,6,24,0,-0.002022087416394466
2016-11-29 19:49:01.8330000 +00:00525246.63,FM2016-11-29 14:49:01,FM,e,2016-11-29T19:49:01Z,14.816666666666666,2016-11-29,FALSE,TRUE,24,6.63,10,27,Tuesday,8.75,duration,duration,duration,duration and convexity,duration and convexity,immunization,117.96666666666667,3.37,2.08,5.45,44.2964377777444,465,601.98,344.67,490.6,725.5,97.8,0,40.62,87.36,51,68,0,0.145121100368783
2016-11-29 19:49:01.8330000 +00:00267236.83,FM2016-11-29 14:49:01,FM,e,2016-11-29T19:49:01Z,14.816666666666666,2016-11-29,FALSE,FALSE,23,6.83,10,27,Tuesday,4.45,convexity,redington and full immunization,redington and full immunization,convexity,immunization,immunization,113.51666666666667,3.37,2.08,5.45,44.2964377777444,387,895.11,638.07,751.7,970.7,627.3,0,0,381.03000000000003,45,59,0,0.4256795254214566
2016-11-29 19:49:01.8330000 +00:00244224.25,FM2016-11-29 14:49:01,FM,e,2016-11-29T19:49:01Z,14.816666666666666,2016-11-29,TRUE,FALSE,22,4.25,10,27,Tuesday,4.066666666666666,two exceptions (simple interest and variable foi),two exceptions (simple interest and variable foi),variable force of interest,interest measurement,interest measurement,time value of money,109.45,3.37,2.08,5.45,44.2964377777444,339,371.82,221.46,147.5,350.3,226.8,0,89.37,71.1,12,36,0,0.19122155881878328
2016-11-29 19:49:01.8330000 +00:00292216.9,FM2016-11-29 14:49:01,FM,e,2016-11-29T19:49:01Z,14.816666666666666,2016-11-29,FALSE,TRUE,21,6.9,10,27,Tuesday,4.866666666666666,interest rate swaps,interest rate swaps,interest rate swaps,swaps,interest rates,interest rates,104.58333333333334,3.37,2.08,5.45,44.2964377777444,87,107.64,83.03999999999999,93.4,148.7,8.799999999999999,0,0,58.44,6,6,0,0.5429208472686733
2016-11-29 19:49:01.8330000 +00:00113202.65,FM2016-11-29 14:49:01,FM,e,2016-11-29T19:49:01Z,14.816666666666666,2016-11-29,TRUE,FALSE,20,2.65,10,27,Tuesday,1.8833333333333333,option combinations,option combinations,option combinations,options,options,options,102.7,3.37,2.08,5.45,44.2964377777444,207,344.67,246.35999999999999,241.65,312.25,17.7,214.20000000000002,363.5,148.05,21,17,0,0.4295413003742711
2016-11-29 19:49:01.8330000 +00:00352199.1,FM2016-11-29 14:49:01,FM,e,2016-11-29T19:49:01Z,14.816666666666666,2016-11-29,FALSE,TRUE,19,9.1,10,27,Tuesday,5.866666666666666,bond basics and pricing,price of a bond,bond basics and pricing,bonds and stocks,bonds,bonds,96.83333333333334,3.37,2.08,5.45,44.2964377777444,363,612.36,384.69,487,818.5500000000001,302.5,0,0,157.02,39,51,0,0.2564177934548305
2016-11-29 19:49:01.8330000 +00:00128185.73,FM2016-11-29 14:49:01,FM,e,2016-11-29T19:49:01Z,14.816666666666666,2016-11-29,TRUE,FALSE,18,5.73,10,27,Tuesday,2.1333333333333333,other,insurance strategies,insurance strategies,hedging and investment strategies,insurance and hedging,insurance and hedging,94.7,3.37,2.08,5.45,44.2964377777444,165,246.51,196.56,82.64999999999999,97.5,0,0,0,146.60999999999999,0,6,0,0.5947426067907995
2016-11-29 19:49:01.8330000 +00:00246174.74,FM2016-11-29 14:49:01,FM,e,2016-11-29T19:49:01Z,14.816666666666666,2016-11-29,TRUE,FALSE,17,4.74,10,27,Tuesday,4.1,sinking fund,components of sinking fund,sinking fund,loans,loans,amortization schedule and sinking fund,90.60000000000001,3.37,2.08,5.45,44.2964377777444,510,219.42,110.13,112.6,373.6,138.35,0,313.02,0.8399999999999981,15,72,0,0.0038282745419742875
2016-11-29 19:49:01.8330000 +00:00108164.15,FM2016-11-29 14:49:01,FM,e,2016-11-29T19:49:01Z,14.816666666666666,2016-11-29,TRUE,FALSE,16,4.15,10,27,Tuesday,1.8,intro to derivatives,intro to derivatives,intro to derivatives,derivatives basics,derivatives basics,derivatives basics,88.80000000000001,3.37,2.08,5.45,44.2964377777444,72,325.98,249.26999999999998,110.25,171.85,19.4,78.55,219.18,172.56,12,5,0,0.5293576293024111
2016-11-29 19:49:01.8330000 +00:00568155.61,FM2016-11-29 14:49:01,FM,e,2016-11-29T19:49:01Z,14.816666666666666,2016-11-29,TRUE,TRUE,15,5.61,10,27,Tuesday,9.466666666666667,duration,duration,duration,duration and convexity,duration and convexity,immunization,79.33333333333334,3.37,2.08,5.45,44.2964377777444,465,601.98,344.67,490.6,725.5,97.8,44.5,95.25,87.36,51,68,0,0.145121100368783
2016-11-29 19:49:01.8330000 +00:00155144.62,FM2016-11-29 14:49:01,FM,e,2016-11-29T19:49:01Z,14.816666666666666,2016-11-29,TRUE,FALSE,14,4.62,10,27,Tuesday,2.5833333333333335,put-call parity; combining options,put-call parity,put-call parity,hedging and investment strategies,put-call parity,put-call parity,76.75,3.37,2.08,5.45,44.2964377777444,165,491.7,293.37,358.95,480.2,209.85,30.85,156.17,95.03999999999999,24,14,0,0.19328859060402684
2016-11-29 19:49:01.8330000 +00:00121134.4,FM2016-11-29 14:49:01,FM,e,2016-11-29T19:49:01Z,14.816666666666666,2016-11-29,TRUE,FALSE,13,4.4,10,27,Tuesday,2.0166666666666666,level annuities,perpetuities,level annuities,annuities,level annuities,level annuities,74.73333333333333,3.37,2.08,5.45,44.2964377777444,396,390.57,188.88,234.55,461.65,397.45,0,192.59,-12.810000000000002,21,34,0,-0.03279821798909287
2016-11-29 19:49:01.8330000 +00:00276124.85,FM2016-11-29 14:49:01,FM,e,2016-11-29T19:49:01Z,14.816666666666666,2016-11-29,TRUE,FALSE,12,4.85,10,27,Tuesday,4.6,financial forwards and futures,forwards and futures,forwards and futures,forwards and futures,forwards and futures,forwards and futures,70.13333333333334,3.37,2.08,5.45,44.2964377777444,90,398.52,275.04,230.7,250.65,159.75,33.15,44.73,151.56,27,9,0,0.3803071364046974
2016-11-29 19:49:01.8330000 +00:00377115.29,FM2016-11-29 14:49:01,FM,e,2016-11-29T19:49:01Z,14.816666666666666,2016-11-29,TRUE,FALSE,11,5.29,10,27,Tuesday,6.283333333333333,time value of money,constant force of interest,time value of money,interest measurement,time value of money,interest measurement,63.85000000000001,3.37,2.08,5.45,44.2964377777444,339,284.55,174.3,223.5,514,132.4,0,48.33,64.05,18,36,0,0.2250922509225092
2016-11-29 19:49:01.8330000 +00:00251106.69,FM2016-11-29 14:49:01,FM,e,2016-11-29T19:49:01Z,14.816666666666666,2016-11-29,FALSE,FALSE,10,6.69,10,27,Tuesday,4.183333333333334,convexity,immunization by exact matching,immunization by exact matching,convexity,immunization,immunization,59.66666666666667,3.37,2.08,5.45,44.2964377777444,387,886.53,581.79,489.7,876.4,745.55,34.85,47.39,277.05,66,59,0,0.31251057493824236
2016-11-29 19:49:01.8330000 +00:0053994.67,FM2016-11-29 14:49:01,FM,e,2016-11-29T19:49:01Z,14.816666666666666,2016-11-29,FALSE,TRUE,9,4.67,10,27,Tuesday,8.983333333333333,more general loan payments,inflation,more general loan payments,loans,more general loan payments,amortization schedule and sinking fund,50.68333333333334,3.37,2.08,5.45,44.2964377777444,510,501.51,266.73,251.15,500.15000000000003,503.6,29.9,313.02,31.949999999999996,24,72,0,0.06370760303882275
2016-11-29 19:49:01.8330000 +00:008084.29,FM2016-11-29 14:49:01,FM,e,2016-11-29T19:49:01Z,14.816666666666666,2016-11-29,TRUE,FALSE,8,4.29,10,27,Tuesday,1.3333333333333333,option combinations,option combinations,option combinations,options,options,options,49.349999999999994,3.37,2.08,5.45,44.2964377777444,207,344.67,246.35999999999999,241.65,312.25,17.7,74.8,94.91,148.05,21,17,0,0.4295413003742711
2016-11-29 19:49:01.8330000 +00:0030074.32,FM2016-11-29 14:49:01,FM,e,2016-11-29T19:49:01Z,14.816666666666666,2016-11-29,TRUE,FALSE,7,4.32,10,27,Tuesday,5,non-level annuities: arithmetic,arithmetic progression,non-level annuities: arithmetic,annuities,annuities with non-contingent payments,annuities,44.349999999999994,3.37,2.08,5.45,44.2964377777444,513,314.49,152.13,343.35,462.45,68.25,0,261.3,-10.230000000000002,9,33,0,-0.03252885624344177
2016-11-29 19:49:01.8330000 +00:0097865.74,FM2016-11-29 14:49:01,FM,e,2016-11-29T19:49:01Z,14.816666666666666,2016-11-29,FALSE,TRUE,6,5.74,10,27,Tuesday,16.3,bond basics and pricing,price of a bond,bond basics and pricing,bonds and stocks,bonds,bonds,28.05000000000001,3.37,2.08,5.45,44.2964377777444,363,612.36,384.69,487,818.5500000000001,302.5,0,0,157.02,39,51,0,0.2564177934548305
2016-11-29 19:49:01.8330000 +00:0066855.88,FM2016-11-29 14:49:01,FM,e,2016-11-29T19:49:01Z,14.816666666666666,2016-11-29,FALSE,TRUE,5,5.88,10,27,Tuesday,11.133333333333333,premium and discount,premium and discount,premium and discount,bonds,bonds and stocks,bonds,16.916666666666686,3.37,2.08,5.45,44.2964377777444,363,275.76,91.35,78.5,305.35,56.4,0,0,-93.06,15,51,0,-0.337467362924282
2016-11-29 19:49:01.8330000 +00:0027546.54,FM2016-11-29 14:49:01,FM,e,2016-11-29T19:49:01Z,14.816666666666666,2016-11-29,TRUE,FALSE,4,6.54,10,27,Tuesday,4.583333333333333,duration,duration,duration,duration and convexity,duration and convexity,immunization,12.333333333333343,3.37,2.08,5.45,44.2964377777444,465,601.98,344.67,490.6,725.5,97.8,0,40.62,87.36,51,68,0,0.145121100368783
2016-11-29 19:49:01.8330000 +00:009136.76,FM2016-11-29 14:49:01,FM,e,2016-11-29T19:49:01Z,14.816666666666666,2016-11-29,TRUE,FALSE,3,6.76,10,27,Tuesday,1.5166666666666666,convexity,redington and full immunization,redington and full immunization,convexity,immunization,immunization,10.816666666666663,3.37,2.08,5.45,44.2964377777444,387,895.11,638.07,751.7,970.7,627.3,104.55000000000001,60.92999999999999,381.03000000000003,45,59,0,0.4256795254214566
2016-11-29 19:49:01.8330000 +00:0044228.31,FM2016-11-29 14:49:01,FM,e,2016-11-29T19:49:01Z,14.816666666666666,2016-11-29,TRUE,FALSE,2,8.31,10,27,Tuesday,7.366666666666666,more general annuities and annuity tricks,more general annuities and annuity tricks,arithmetic progression,annuities,annuities,annuities with non-contingent payments,3.450000000000017,3.37,2.08,5.45,44.2964377777444,513,580.68,288.42,401,596.8,769.8,0,0,-3.839999999999999,15,33,0,-0.0066129365571399035
2016-11-29 19:49:01.8330000 +00:0020714.82,FM2016-11-29 14:49:01,FM,e,2016-11-29T19:49:01Z,14.816666666666666,2016-11-29,FALSE,FALSE,1,4.82,10,27,Tuesday,3.45,amortizing a loan,loan amortization,loan amortization,loans,amortization schedule and sinking fund,loans,0,3.37,2.08,5.45,44.2964377777444,510,882.6,445.59,476.4,1106,712.5,97.05,313.02,8.579999999999991,27,72,0,0.009721278042148188
2016-11-30 18:52:13.6030000 +00:00160355.65,FM2016-11-30 13:52:13,FM,e,2016-11-30T18:52:13Z,13.866666666666667,2016-11-30,TRUE,FALSE,35,5.65,11,28,Wednesday,2.6666666666666665,other,commodity swaps,commodity swaps,other,swaps,swaps,177.56666666666666,5.45,0.12,5.57,23.053269444439145,87,149.4,137.1,130.4,158.05,4.3999999999999995,0,0,124.8,3,3,0,0.8353413654618473
2016-11-30 18:52:13.6030000 +00:00210346.09,FM2016-11-30 13:52:13,FM,e,2016-11-30T18:52:13Z,13.866666666666667,2016-11-30,TRUE,FALSE,34,6.09,11,28,Wednesday,3.5,more general annuities and annuity tricks,annuities with off payments,more general annuities and annuity tricks,annuities,annuities with non-contingent payments,annuities,174.06666666666666,5.45,0.12,5.57,23.053269444439145,558,672.33,350.28000000000003,395.5,585.3,1010.75,44.199999999999996,74.79,28.230000000000008,15,51,0,0.041988309312391246
2016-11-30 18:52:13.6030000 +00:0060334.96,FM2016-11-30 13:52:13,FM,e,2016-11-30T18:52:13Z,13.866666666666667,2016-11-30,TRUE,FALSE,33,4.96,11,28,Wednesday,1,forwards and futures,forwards and futures,forwards and futures,forwards and futures,forwards and futures,forwards and futures,173.06666666666666,5.45,0.12,5.57,23.053269444439145,108,358.14,228.6,180.25,201,159.75,11.049999999999999,44.73,99.06,12,9,0,0.2765957446808511
2016-11-30 18:52:13.6030000 +00:00417327.2,FM2016-11-30 13:52:13,FM,e,2016-11-30T18:52:13Z,13.866666666666667,2016-11-30,FALSE,FALSE,32,7.2,11,28,Wednesday,6.95,two exceptions (simple interest and variable foi),interest measurement discount,two exceptions (simple interest and variable foi),interest measurement,time value of money,interest measurement,166.11666666666665,5.45,0.12,5.57,23.053269444439145,366,329.88,231.42,130.2,271.25,196.05,0,0,132.96,6,36,0,0.4030556566024009
2016-11-30 18:52:13.6030000 +00:00568318.01,FM2016-11-30 13:52:13,FM,e,2016-11-30T18:52:13Z,13.866666666666667,2016-11-30,FALSE,TRUE,31,8.01,11,28,Wednesday,9.466666666666667,more general loan payments,amortizing a loan,more general loan payments,loans,loans,amortization schedule and sinking fund,156.64999999999998,5.45,0.12,5.57,23.053269444439145,534,893.1,428.67,432,1018.45,787.3,0,0,-35.760000000000005,45,80,0,-0.04004030903594223
2016-11-30 18:52:13.6030000 +00:00251308.82,FM2016-11-30 13:52:13,FM,e,2016-11-30T18:52:13Z,13.866666666666667,2016-11-30,TRUE,FALSE,30,8.82,11,28,Wednesday,4.183333333333334,loan amortization,amortizing a loan,loan amortization,amortization schedule and sinking fund,loans,loans,152.46666666666664,5.45,0.12,5.57,23.053269444439145,534,925.98,445.59,476.4,1137.05,712.5,0,0,-34.80000000000001,27,78,0,-0.03758180522257501
2016-11-30 18:52:13.6030000 +00:00266295.34,FM2016-11-30 13:52:13,FM,e,2016-11-30T18:52:13Z,13.866666666666667,2016-11-30,TRUE,FALSE,29,5.34,11,28,Wednesday,4.433333333333334,other,premium and discount,premium and discount,bonds and stocks,bonds,bonds,148.0333333333333,5.45,0.12,5.57,23.053269444439145,396,417.03,116.55,102.60000000000001,553.5,63.95,0,0,-183.93,33,78,0,-0.4410474066613913
2016-11-30 18:52:13.6030000 +00:00302287.5,FM2016-11-30 13:52:13,FM,e,2016-11-30T18:52:13Z,13.866666666666667,2016-11-30,FALSE,TRUE,28,7.5,11,28,Wednesday,5.033333333333333,financial forwards and futures,forwards and futures,forwards and futures,forwards and futures,forwards and futures,forwards and futures,143,5.45,0.12,5.57,23.053269444439145,108,510.84,318.69,272.09999999999997,313.2,159.75,0,0,126.54,27,9,0,0.24770965468639888
2016-11-30 18:52:13.6030000 +00:00659277.32,FM2016-11-30 13:52:13,FM,e,2016-11-30T18:52:13Z,13.866666666666667,2016-11-30,FALSE,FALSE,27,7.32,11,28,Wednesday,10.983333333333333,more general loan payments,amortizing a loan,more general loan payments,loans,loans,amortization schedule and sinking fund,132.01666666666665,5.45,0.12,5.57,23.053269444439145,534,893.1,428.67,432,1018.45,787.3,0,0,-35.760000000000005,45,80,0,-0.04004030903594223
2016-11-30 18:52:13.6030000 +00:0077265.23,FM2016-11-30 13:52:13,FM,e,2016-11-30T18:52:13Z,13.866666666666667,2016-11-30,TRUE,FALSE,26,5.23,11,28,Wednesday,1.2833333333333334,financial forwards and futures,forwards and futures,forwards and futures,forwards and futures,forwards and futures,forwards and futures,130.73333333333332,5.45,0.12,5.57,23.053269444439145,108,510.84,318.69,272.09999999999997,313.2,159.75,0,0,126.54,27,9,0,0.24770965468639888
2016-11-30 18:52:13.6030000 +00:00462258.65,FM2016-11-30 13:52:13,FM,e,2016-11-30T18:52:13Z,13.866666666666667,2016-11-30,TRUE,TRUE,25,8.65,11,28,Wednesday,7.7,other,stocks and other financial instruments,financial instruments (preferred,bonds and stocks,bonds,stocks,123.03333333333332,5.45,0.12,5.57,23.053269444439145,399,229.77,188.1,216.89999999999998,323.1,57,0,0,146.43,9,81,0,0.6372894633764199
